WKT,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,Nivel
"MULTIPOINT ((-58.4499632842512 -34.6096566282222))","200382","20126700","201267","0",1,Avda. Gaona 1502,Avda. Gaona 1502,Esc. Superior de Comercio N° 03 Hipólito Vieytes,ESC 03,4582-0624 / 4581-2934 / 8801,dem_ec3_de7@bue.edu.ar,C1416,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,EC,Escuela de Comercio,Dirección de Educación Media,"1",7,6,CABALLITO,01 - HOSP ALVAREZ,"1",101168.254852,102225.30207,Secundario Común - Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.3848467792752 -34.5922643108323))","200002","20113200","201132","0",1,Avda. Pte. Manuel Quintana 31,Avda. Pte. Manuel Quintana 7,Jardín de Infantes Común N° 04/01° Cinco Esquinas,JIC 04/01,4812-0863,dei_jic4_de1@bue.edu.ar,C1014,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",1,1,RETIRO,04 - HOSP FERNANDEZ,"1",107142.451993,104152.051371,Inicial Común
"MULTIPOINT ((-58.4379919322887 -34.6110704373681))","200383","20036600","200366","0",1,Juan B. Ambrosetti 601,Juan B. Ambrosetti 601,Esc. Superior de Enfermería Dra. Cecilia Grierson sede,IES C Grierson (s),4982-2309,dfts_ifts90_de7@bue.edu.ar,C1405,http://www.buenosaires.gob.ar/educacion/estudiantes/terciario/formacion-tecnica-superior,SNUCom - OSEAdu,Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,IES,Instituto de Educación Superior (Formación Técnica),Dirección de Educación Técnica Superior,"1",7,6,CABALLITO,03 - HOSP DURAND,"1",102266.269629,102068.255987,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4331518522213 -34.6129909417215))","200387","20202900","202029","0",1,Bogotá 115,Bogotá 115,Centro de Formación Profesional N° 16 (sede) - SGBATOS,CFP 16 SGBATOS (s),4983-4646 INT 237,cfp.n16@bue.edu.ar,C1405,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,"1",7,6,CABALLITO,03 - HOSP DURAND,"1",102710.148339,101855.083525,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4254904182733 -34.6125180048982))","200388","20201900","202019","0",1,Rawson 42,Rawson 42,Centro de Formación Profesional N° 17 Ing. Cesar M. Polledo - UOCRA,CFP 17 UOCRA,4981-0139/4958-1373,cfp17_de7@bue.edu.ar,C1182,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,"1",7,5,ALMAGRO,03 - HOSP DURAND,"1",103412.872456,101907.316714,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4919659500509 -34.6746792069886))","202437","20299100","202991","0",1,Zuviría 6620,Zuviría 6620,Escuela Infantil N° 11/20°,EI 11/20,4602-4160,dei_ei11_de20@bue.edu.ar / escinf11de20@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,"1",20,8,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",97317.7217041,95011.6057753,Inicial Común
"MULTIPOINT ((-58.4455222078444 -34.6337241332907))","200400","20088400","200884","0",1,Avda. Eva Perón 1502,Avda. Eva Perón 1502,Esc. Primaria Común N° 01 Chacabuco,EPjc 01,4921-0483,dep_epc1_de8@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",8,7,PARQUE CHACABUCO,06 - HOSP PIÑERO,"1",101575.150714,99555.2847574,Primario Común
"MULTIPOINT ((-58.4361318897353 -34.6356247662171))","200401","20038000","200380","0",1,Santander 1150,Santander 1150,Esc. Primaria Común N° 02 Tomás Santa Coloma,EPjc 02,4921-9687,dep_epc2_de8@bue.edu.ar,C1424,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",8,7,PARQUE CHACABUCO,06 - HOSP PIÑERO,"1",102436.158512,99344.2485392,Primario Común
"MULTIPOINT ((-58.4692217906318 -34.6452714943391))","200567","20132500","201325","0",1,Baldomero Fernández Moreno 3652,Baldomero Fernández Moreno 3652,Jardín de Infantes Nucleado A (EPCjc 20/11°) [Sede] Baldomero Fernández Moreno,JIN A-00 (20),4613-6861,dei_jina20_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",11,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99402.0546061,98274.3758173,Inicial Común
"MULTIPOINT ((-58.4692217906318 -34.6452714943391))","200567","20166200","201662","0",1,Baldomero Fernández Moreno 3652,Baldomero Fernández Moreno 3652,Esc. Primaria Común N° 20 Antonio Alice,EPjc 20,4612-2964,dep_epc20_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",11,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99402.0546061,98274.3758173,Primario Común
"MULTIPOINT ((-58.471795444811 -34.6424678367123))","200579","20132501","201325","1",1,Mariano Acosta 1071,Mariano Acosta 1071,Jardín de Infantes Nucleado A (EPCjs 21/11°)  Baldomero Fernández Moreno,JIN A-01 (21),4613-6861,dei_jina20_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",11,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99166.0630578,98585.3857181,Inicial Común
"MULTIPOINT ((-58.471795444811 -34.6424678367123))","200579","20078000","200780","0",1,Mariano Acosta 1071,Mariano Acosta 1071,Esc. Primaria Común N° 21 Maria Sklodowska de Curie,EPjs 21,4612-4826,dep_epc21_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",11,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99166.0630578,98585.3857181,Primario Común
"MULTIPOINT ((-58.4786369886292 -34.5645029051569))","200714","20042700","200427","0",1,Tronador 2861,Tronador 2861,Jardín de Infantes Integral N° 02/15° Juan M. Coghlan,JII 02/15,4544-8509,dei_ji2_de15@bue.edu.ar,C1430,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"1",15,12,COGHLAN,07 - HOSP PIROVANO,"1",98537.4140973,107234.413,Inicial Común
"MULTIPOINT ((-58.4786369886292 -34.5645029051569))","200714","20154100","201541","0",1,Tronador 2861,Tronador 2861,Esc. Primaria Común N° 15 Manuel Antonio Acevedo,EPjc 15,4541-5207,dep_epc15_de15@bue.edu.ar,C1430,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",15,12,COGHLAN,07 - HOSP PIROVANO,"1",98537.4140973,107234.413,Primario Común
"MULTIPOINT ((-58.4896147503719 -34.6649909370133))","200629","20144000","201440","0",1,Olíden 2851,Olíden 2855,Jardín de Infantes Común N° 01/13°,JIC 01/13,4687-1133,dei_ji1_de13@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",13,8,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",97532.926288,96086.4540398,Inicial Común
"MULTIPOINT ((-58.4806019228703 -34.5778436809511))","200715","20129400","201294","0",1,Avda. Triunvirato 4247,Avda. Triunvirato 4247,Esc. Primaria Común N° 16 Ejército de Los Andes,EPjs 16,4521-8504,dep_epc16_de15@bue.edu.ar /escuelaejercitodelosandes@yahoo.com.ar,C1431,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",15,12,VILLA URQUIZA,10 - HOSP TORNU,"1",98357.3485032,105754.420498,Primario Común
"MULTIPOINT ((-58.4941987495957 -34.5676182797316))","200716","20070603","200706","3",1,José Pascual Tamborini 5324,José Pascual Tamborini 5324,Jardín de Infantes Nucleado A (EPCjs 17/15°),JIN A-03 (17),4521-0068,dei_jina2_de15@bue.edu.ar,C1431,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",15,12,VILLA URQUIZA,07 - HOSP PIROVANO,"1",97109.3718318,106888.473021,Inicial Común
"MULTIPOINT ((-58.4941987495957 -34.5676182797316))","200716","20020800","200208","0",1,José Pascual Tamborini 5324,José Pascual Tamborini 5324,Esc. Primaria Común N° 17 Gauchos de Güemes,EPjs 17,4541-4740,dep_epc17_de15@bue.edu.ar / esc17de15@gmail.com,C1431,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",15,12,VILLA URQUIZA,07 - HOSP PIROVANO,"1",97109.3718318,106888.473021,Primario Común
"MULTIPOINT ((-58.4953068247135 -34.5521334197516))","200717","20105003","201050","3",1,Arias 4763,Arias 4763,Jardín de Infantes Nucleado C (EPCjs 18/15°),JIN C-03 (18),4544-8571,dei_jinc12_de15@bue.edu.ar,C1430,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",15,12,SAAVEDRA,07 - HOSP PIROVANO,"1",97007.1296413,108606.254421,Inicial Común
"MULTIPOINT ((-58.4953068247135 -34.5521334197516))","200717","20082600","200826","0",1,Arias 4763,Arias 4763,Esc. Primaria Común N° 18 Juan B. Terán,EPjs 18,4541-6831,dep_epc18_de15@bue.edu.ar / pri18de15@gmail.com,C1430,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",15,12,SAAVEDRA,07 - HOSP PIROVANO,"1",97007.1296413,108606.254421,Primario Común
"MULTIPOINT ((-58.5022329010142 -34.5633384559431))","200718","20098800","200988","0",1,Rogelio Yrurtia 5806,Rogelio Yrurtia 5806,Jardín de Infantes Común N° 01/15°,JIC 01/15,4543-0998,dei_jic1_de15@bue.edu.ar,C1431,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",15,12,SAAVEDRA,07 - HOSP PIROVANO,"1",96371.8949674,107362.996623,Inicial Común
"MULTIPOINT ((-58.4772984595185 -34.5723094787497))","200719","20072600","200726","0",1,Mariano Acha 2250,Mariano Acha 2250,Esc. Primaria Común N° 21 Lic. Justo José Nuñez,EPjc 21,4544-4481,dep_epc21_de15@bue.edu.ar /esc21de15@gmail.com,C1430,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",15,12,VILLA URQUIZA,07 - HOSP PIROVANO,"1",98660.3801739,106368.407782,Primario Común
"MULTIPOINT ((-58.4801288762518 -34.5608248228556))","200720","20023000","200230","0",1,José Pascual Tamborini 3948,José Pascual Tamborini 3948,Esc. Primaria Común N° 22 Felix de Azara,EPjc 22,4541-3542,dep_epc22_de15@bue.edu.ar,C1430,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",15,12,COGHLAN,07 - HOSP PIROVANO,"1",98400.4286283,107642.418788,Primario Común
"MULTIPOINT ((-58.4548467962071 -34.6288300678252))","200572","20061200","200612","0",1,Avda. Juan Bautista Alberdi 1845,Avda. Juan Bautista Alberdi 1845,Esc. Técnica N° 05 María de los Remedios de Escalada de San Martin,ET 05,4631-3115/2130,det_5_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",11,7,FLORES,06 - HOSP PIÑERO,"1",100720.156871,100098.320651,Secundario Común
"MULTIPOINT ((-58.4535744770022 -34.6444139666465))","200573","20119300","201193","0",1,Varela 1425,Varela 1425,Escuela Infantil N° 04/11°,EI 04/11,4633-2011,dei_ei4_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,"1",11,7,FLORES,06 - HOSP PIÑERO,"1",100836.674988,98369.4884889,Inicial Común
"MULTIPOINT ((-58.4547813086289 -34.6301281073098))","200574","20107900","201079","0",1,Avda. Carabobo 286,Avda. Carabobo 286,Esc. Técnica N° 18 José Antonio Alvarez Condarco,ET 18,4631-5943,det_18_de11@bue.edu.ar / et18de11@gmail.com.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",11,7,FLORES,06 - HOSP PIÑERO,"1",100726.150924,99954.3204649,Secundario Común
"MULTIPOINT ((-58.4547813086289 -34.6301281073098))","200574","20061100","200611","0",1,Avda. Carabobo 286,Avda. Carabobo 286,Liceo N° 05 Pascual Guaglianone,Lic 05,4631-3588/8784,dem_lic5_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,LIC,Liceo,Dirección de Educación Media,"1",11,7,FLORES,06 - HOSP PIÑERO,"1",100726.150924,99954.3204649,Secundario Común
"MULTIPOINT ((-58.453167290296 -34.6308311544458))","200575","20048700","200487","0",1,Pumacahua 390,Pumacahua 390,Esc. de Comercio N° 21 Cap. de Navío Hipólito Bouchard,EC 21,4633-0147/ 4634-1839,dem_ec21_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,EC,Escuela de Comercio,Dirección de Educación Media,"1",11,7,FLORES,06 - HOSP PIÑERO,"1",100874.150463,99876.3141847,Secundario Común - Secundario de Jóvenes y Adultos
"MULTIPOINT ((-58.4055517594194 -34.641356459266))","202389","20280301","202803","1",1,Los Patos 3042,Los Patos 3042,Escuela Infantil N° 11/05° (a),EI 11/05 (a),4912-9927,dei_ei11_de5@bue.edu.ar,C1522,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,"1",5,4,PARQUE PATRICIOS,05 - HOSP PENNA,"1",105239.838412,98707.2302886,Inicial Común
"MULTIPOINT ((-58.4422875720381 -34.5992178711413))","201306","20192600","201926","0",2,Acevedo 262,Acevedo 262,Escuela Terciaria de Estudios Radiofónicos,E Terc de Estudios Radiofónicos,4857-5701,academica@eter.com.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",7,15,VILLA CRESPO,03 - HOSP DURAND,"1",101872.531627,103383.218869,Superior No Universitario Común
"MULTIPOINT ((-58.4554631651624 -34.6247258106653))","201323","20213500","202135","0",2,Yerbal 1755,Yerbal 1755,Inst. Superior de Psicologia Social,I Sup de Psicología Social,4631-3582/9424,espsyc@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",7,7,FLORES,06 - HOSP PIÑERO,"1",100663.667089,100553.63584,Superior No Universitario Común
"MULTIPOINT ((-58.4282723179054 -34.5876095586829))","201413","20218000","202180","0",2,Jorge Luis Borges 1791,Jorge Luis Borges 1791,Inst. Jardín Amapola,I Jardin Amapola,4831-3914,jardin@amapola.esc.edu.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103158.658713,104670.645306,Inicial Común
"MULTIPOINT ((-58.4679537689602 -34.6208161385717))","200588","20022003","200220","3",1,Gral. José Gervasio de Artigas 878,Gral. José Gervasio de Artigas 878,Jardín de Infantes Nucleado A (EPCjc 05/12°),JIN A-03 (05),4611-5436,jinade12@yahoo.com.ar,C1404,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",12,7,FLORES,01 - HOSP ALVAREZ,"1",99518.1708057,100987.371236,Inicial Común
"MULTIPOINT ((-58.4792055537527 -34.616163417522))","200602","20147003","201470","3",1,Remedios de Escalada de San Martín 2986,Remedios de Escalada de San Martín 2986,Jardín de Infantes Nucleado B (EPCjs 25/12°),JIN B-03 (25),4586-8766,dei_jinb8_de12@bue.edu.ar /jinbde12@gmail.com,C1416,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",12,11,VILLA SANTA RITA,01 - HOSP ALVAREZ,"1",98486.1724098,101503.414706,Inicial Común
"MULTIPOINT ((-58.454292466249 -34.5922954570597))","200662","20165802","201658","2",1,Avda. Jorge Newbery 4436,Avda. Jorge Newbery 4436,Jardín de Infantes Nucleado B (EPCjc 08/14°),JIN B-02 (08),4587-7248,jdei_jinb1_@bue.edu.ar,C1427,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",14,15,CHACARITA,10 - HOSP TORNU,"1",100771.328018,104151.318976,Inicial Común
"MULTIPOINT ((-58.4447467813613 -34.5751768765272))","201813","20218700","202187","0",2,Avda. Crámer 450,Avda. Crámer 450,Formación de Ciencias Empresariales,F de Ciencias Empresariales,4701-7898,institutoifce@yahoo.com.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101647.410725,106050.262537,Superior No Universitario Común
"MULTIPOINT ((-58.450624490576 -34.5672800362577))","201382","20223700","202237","0",2,Avda. Cabildo 1478,Virrey Arredondo 2416,Inst. Superior Letras Eduardo Mallea,I Sup Letras Eduardo Mallea,4782-2701 / 4544-8214 / 4541-6,info@institutomallea.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101108.169202,106926.380688,Superior No Universitario Común
"MULTIPOINT ((-58.4571587781659 -34.5661790573569))","201515","20221500","202215","0",2,Moldes 1825,Moldes 1825,Colegio de la Ciudad,Col de la Ciudad,5786-5786,colegio@colegiodelaciudad.org,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100508.524439,107048.57027,Secundario Común
"MULTIPOINT ((-58.4520273650294 -34.5642569300814))","201498","20170000","201700","0",2,Cuba 1754,Cuba 1754,Inst. Manuel Belgrano,I Manuel Belgrano,4784-0654/0654,cmb@cmb.org.ar,C1626,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",100979.462879,107261.763924,Inicial Común - Primario Común - Secundario Común
